"","int.name","species","Lake","Month","Year","angler.type","trip.type","length","type","length.cm","length.cat","length.cat2","CPUE","type.2","cat","speciesn"
"3087","2740.2011-08-06.612","Bluegill","Merritt","Aug","2011","1","1",175,"harvest",18,"175",18,0.838709677419355,1,"Q","generic"
"3088","2740.2011-08-06.612","Bluegill","Merritt","Aug","2011","1","1",190,"harvest",19,"200",19,0.838709677419355,1,"Q","generic"
"3089","2740.2011-08-06.612","Bluegill","Merritt","Aug","2011","1","1",125,"release",12,"125",12,0.838709677419355,0,"S","generic"
"3090","2740.2011-08-06.612","Bluegill","Merritt","Aug","2011","1","1",184,"harvest",18,"200",18,0.838709677419355,1,"Q","generic"
"3190","2740.2011-08-11.640","Bluegill","Merritt","Aug","2011","2","1",150,"release",15,"150",15,0.181818181818182,0,"Q","generic"
"3234","2740.2011-08-12.651","Bluegill","Merritt","Aug","2011","2","1",150,"release",15,"150",15,0.244444444444444,0,"Q","generic"
"3235","2740.2011-08-12.651","Bluegill","Merritt","Aug","2011","2","1",150,"release",15,"150",15,0.244444444444444,0,"Q","generic"
"3236","2740.2011-08-12.651","Bluegill","Merritt","Aug","2011","2","1",150,"release",15,"150",15,0.244444444444444,0,"Q","generic"
"3237","2740.2011-08-12.651","Bluegill","Merritt","Aug","2011","2","1",150,"release",15,"150",15,0.244444444444444,0,"Q","generic"
"3238","2740.2011-08-12.651","Bluegill","Merritt","Aug","2011","2","1",150,"release",15,"150",15,0.244444444444444,0,"Q","generic"
"3239","2740.2011-08-12.651","Bluegill","Merritt","Aug","2011","2","1",150,"release",15,"150",15,0.244444444444444,0,"Q","generic"
"3240","2740.2011-08-12.651","Bluegill","Merritt","Aug","2011","2","1",150,"release",15,"150",15,0.244444444444444,0,"Q","generic"
"3241","2740.2011-08-12.651","Bluegill","Merritt","Aug","2011","2","1",150,"release",15,"150",15,0.244444444444444,0,"Q","generic"
"3242","2740.2011-08-12.651","Bluegill","Merritt","Aug","2011","2","1",150,"release",15,"150",15,0.244444444444444,0,"Q","generic"
"3243","2740.2011-08-12.651","Bluegill","Merritt","Aug","2011","2","1",150,"release",15,"150",15,0.244444444444444,0,"Q","generic"
"3244","2740.2011-08-12.651","Bluegill","Merritt","Aug","2011","2","1",150,"release",15,"150",15,0.244444444444444,0,"Q","generic"
"3354","2740.2011-08-17.672","Bluegill","Merritt","Aug","2011","1","1",169,"harvest",17,"175",17,1.14285714285714,1,"Q","generic"
"3355","2740.2011-08-17.672","Bluegill","Merritt","Aug","2011","1","1",164,"harvest",16,"175",16,1.14285714285714,1,"Q","generic"
"3356","2740.2011-08-17.672","Bluegill","Merritt","Aug","2011","1","1",159,"harvest",16,"175",16,1.14285714285714,1,"Q","generic"
"3357","2740.2011-08-17.672","Bluegill","Merritt","Aug","2011","1","1",174,"harvest",17,"175",17,1.14285714285714,1,"Q","generic"
"3371","2740.2011-08-18.679","Bluegill","Merritt","Aug","2011","2","1",155,"harvest",16,"175",16,0.109090909090909,1,"Q","generic"
"3406","2740.2011-08-21.688","Bluegill","Merritt","Aug","2011","2","1",178,"harvest",18,"200",18,0.42,1,"Q","generic"
"3407","2740.2011-08-21.688","Bluegill","Merritt","Aug","2011","2","1",172,"harvest",17,"175",17,0.42,1,"Q","generic"
"3408","2740.2011-08-21.688","Bluegill","Merritt","Aug","2011","2","1",184,"harvest",18,"200",18,0.42,1,"Q","generic"
"3409","2740.2011-08-21.688","Bluegill","Merritt","Aug","2011","2","1",193,"harvest",19,"200",19,0.42,1,"Q","generic"
"3410","2740.2011-08-21.688","Bluegill","Merritt","Aug","2011","2","1",193,"harvest",19,"200",19,0.42,1,"Q","generic"
"3411","2740.2011-08-21.688","Bluegill","Merritt","Aug","2011","2","1",181,"harvest",18,"200",18,0.42,1,"Q","generic"
"3412","2740.2011-08-21.688","Bluegill","Merritt","Aug","2011","2","1",191,"harvest",19,"200",19,0.42,1,"Q","generic"
"3413","2740.2011-08-21.688","Bluegill","Merritt","Aug","2011","2","1",193,"harvest",19,"200",19,0.42,1,"Q","generic"
"3414","2740.2011-08-21.688","Bluegill","Merritt","Aug","2011","2","1",185,"harvest",18,"200",18,0.42,1,"Q","generic"
"3415","2740.2011-08-21.688","Bluegill","Merritt","Aug","2011","2","1",193,"harvest",19,"200",19,0.42,1,"Q","generic"
"3416","2740.2011-08-21.688","Bluegill","Merritt","Aug","2011","2","1",200,"harvest",20,"200",20,0.42,1,"Q","generic"
"3417","2740.2011-08-21.688","Bluegill","Merritt","Aug","2011","2","1",194,"harvest",19,"200",19,0.42,1,"Q","generic"
"3418","2740.2011-08-21.688","Bluegill","Merritt","Aug","2011","2","1",172,"harvest",17,"175",17,0.42,1,"Q","generic"
"3419","2740.2011-08-21.688","Bluegill","Merritt","Aug","2011","2","1",190,"harvest",19,"200",19,0.42,1,"Q","generic"
"3430","2740.2011-08-21.691","Bluegill","Merritt","Aug","2011","2","1",150,"release",15,"150",15,0.0566037735849057,0,"Q","generic"
"3466","2740.2011-08-28.710","Bluegill","Merritt","Aug","2011","2","1",150,"release",15,"150",15,0.230769230769231,0,"Q","generic"
"3467","2740.2011-08-28.710","Bluegill","Merritt","Aug","2011","2","1",150,"release",15,"150",15,0.230769230769231,0,"Q","generic"
"3468","2740.2011-08-28.710","Bluegill","Merritt","Aug","2011","2","1",150,"release",15,"150",15,0.230769230769231,0,"Q","generic"
"3469","2740.2011-08-28.710","Bluegill","Merritt","Aug","2011","2","1",150,"release",15,"150",15,0.230769230769231,0,"Q","generic"
"3473","2740.2011-08-28.712","Bluegill","Merritt","Aug","2011","2","1",150,"release",15,"150",15,0.461538461538462,0,"Q","generic"
"3474","2740.2011-08-28.712","Bluegill","Merritt","Aug","2011","2","1",150,"release",15,"150",15,0.461538461538462,0,"Q","generic"
"3475","2740.2011-08-28.712","Bluegill","Merritt","Aug","2011","2","1",150,"release",15,"150",15,0.461538461538462,0,"Q","generic"
"3476","2740.2011-08-28.712","Bluegill","Merritt","Aug","2011","2","1",150,"release",15,"150",15,0.461538461538462,0,"Q","generic"
"3479","2740.2011-08-28.714","Bluegill","Merritt","Aug","2011","2","1",215,"harvest",22,"230",22,2.58823529411765,1,"Q","generic"
"3480","2740.2011-08-28.714","Bluegill","Merritt","Aug","2011","2","1",185,"harvest",18,"200",18,2.58823529411765,1,"Q","generic"
"3481","2740.2011-08-28.714","Bluegill","Merritt","Aug","2011","2","1",186,"harvest",19,"200",19,2.58823529411765,1,"Q","generic"
"3482","2740.2011-08-28.714","Bluegill","Merritt","Aug","2011","2","1",196,"harvest",20,"200",20,2.58823529411765,1,"Q","generic"
"3483","2740.2011-08-28.714","Bluegill","Merritt","Aug","2011","2","1",196,"harvest",20,"200",20,2.58823529411765,1,"Q","generic"
"3484","2740.2011-08-28.714","Bluegill","Merritt","Aug","2011","2","1",185,"harvest",18,"200",18,2.58823529411765,1,"Q","generic"
"3485","2740.2011-08-28.714","Bluegill","Merritt","Aug","2011","2","1",177,"harvest",18,"200",18,2.58823529411765,1,"Q","generic"
"3486","2740.2011-08-28.714","Bluegill","Merritt","Aug","2011","2","1",193,"harvest",19,"200",19,2.58823529411765,1,"Q","generic"
"3487","2740.2011-08-28.714","Bluegill","Merritt","Aug","2011","2","1",180,"harvest",18,"200",18,2.58823529411765,1,"Q","generic"
"3488","2740.2011-08-28.714","Bluegill","Merritt","Aug","2011","2","1",181,"harvest",18,"200",18,2.58823529411765,1,"Q","generic"
"3489","2740.2011-08-28.714","Bluegill","Merritt","Aug","2011","2","1",190,"harvest",19,"200",19,2.58823529411765,1,"Q","generic"
"3490","2740.2011-08-28.714","Bluegill","Merritt","Aug","2011","2","1",180,"harvest",18,"200",18,2.58823529411765,1,"Q","generic"
"3491","2740.2011-08-28.714","Bluegill","Merritt","Aug","2011","2","1",179,"harvest",18,"200",18,2.58823529411765,1,"Q","generic"
"3492","2740.2011-08-28.714","Bluegill","Merritt","Aug","2011","2","1",189,"harvest",19,"200",19,2.58823529411765,1,"Q","generic"
"3493","2740.2011-08-28.714","Bluegill","Merritt","Aug","2011","2","1",195,"harvest",20,"200",20,2.58823529411765,1,"Q","generic"
"3495","2740.2011-08-28.716","Bluegill","Merritt","Aug","2011","2","1",150,"release",15,"150",15,2.43243243243243,0,"Q","generic"
"3496","2740.2011-08-28.716","Bluegill","Merritt","Aug","2011","2","1",150,"release",15,"150",15,2.43243243243243,0,"Q","generic"
"3497","2740.2011-08-28.716","Bluegill","Merritt","Aug","2011","2","1",150,"release",15,"150",15,2.43243243243243,0,"Q","generic"
"3498","2740.2011-08-28.716","Bluegill","Merritt","Aug","2011","2","1",150,"release",15,"150",15,2.43243243243243,0,"Q","generic"
"3499","2740.2011-08-28.716","Bluegill","Merritt","Aug","2011","2","1",175,"release",18,"175",18,2.43243243243243,0,"Q","generic"
"3500","2740.2011-08-28.716","Bluegill","Merritt","Aug","2011","2","1",175,"release",18,"175",18,2.43243243243243,0,"Q","generic"
"3501","2740.2011-08-28.716","Bluegill","Merritt","Aug","2011","2","1",175,"release",18,"175",18,2.43243243243243,0,"Q","generic"
"3502","2740.2011-08-28.716","Bluegill","Merritt","Aug","2011","2","1",175,"release",18,"175",18,2.43243243243243,0,"Q","generic"
"3503","2740.2011-08-28.716","Bluegill","Merritt","Aug","2011","2","1",150,"release",15,"150",15,2.43243243243243,0,"Q","generic"
"3504","2740.2011-08-28.716","Bluegill","Merritt","Aug","2011","2","1",150,"release",15,"150",15,2.43243243243243,0,"Q","generic"
"3505","2740.2011-08-28.716","Bluegill","Merritt","Aug","2011","2","1",150,"release",15,"150",15,2.43243243243243,0,"Q","generic"
"3506","2740.2011-08-28.716","Bluegill","Merritt","Aug","2011","2","1",150,"release",15,"150",15,2.43243243243243,0,"Q","generic"
"3507","2740.2011-08-28.716","Bluegill","Merritt","Aug","2011","2","1",175,"release",18,"175",18,2.43243243243243,0,"Q","generic"
"3508","2740.2011-08-28.716","Bluegill","Merritt","Aug","2011","2","1",175,"release",18,"175",18,2.43243243243243,0,"Q","generic"
"3509","2740.2011-08-28.716","Bluegill","Merritt","Aug","2011","2","1",175,"release",18,"175",18,2.43243243243243,0,"Q","generic"
"3510","2740.2011-08-28.716","Bluegill","Merritt","Aug","2011","2","1",150,"release",15,"150",15,2.43243243243243,0,"Q","generic"
"3511","2740.2011-08-28.716","Bluegill","Merritt","Aug","2011","2","1",150,"release",15,"150",15,2.43243243243243,0,"Q","generic"
"3512","2740.2011-08-28.716","Bluegill","Merritt","Aug","2011","2","1",150,"release",15,"150",15,2.43243243243243,0,"Q","generic"
"3513","2740.2011-08-28.716","Bluegill","Merritt","Aug","2011","2","1",150,"release",15,"150",15,2.43243243243243,0,"Q","generic"
"3514","2740.2011-08-28.716","Bluegill","Merritt","Aug","2011","2","1",175,"release",18,"175",18,2.43243243243243,0,"Q","generic"
"3515","2740.2011-08-28.716","Bluegill","Merritt","Aug","2011","2","1",175,"release",18,"175",18,2.43243243243243,0,"Q","generic"
"3516","2740.2011-08-28.716","Bluegill","Merritt","Aug","2011","2","1",150,"release",15,"150",15,2.43243243243243,0,"Q","generic"
"3517","2740.2011-08-28.716","Bluegill","Merritt","Aug","2011","2","1",150,"release",15,"150",15,2.43243243243243,0,"Q","generic"
"3518","2740.2011-08-28.716","Bluegill","Merritt","Aug","2011","2","1",150,"release",15,"150",15,2.43243243243243,0,"Q","generic"
"3519","2740.2011-08-28.716","Bluegill","Merritt","Aug","2011","2","1",175,"release",18,"175",18,2.43243243243243,0,"Q","generic"
"3520","2740.2011-08-28.716","Bluegill","Merritt","Aug","2011","2","1",175,"release",18,"175",18,2.43243243243243,0,"Q","generic"
"3521","2740.2011-08-28.716","Bluegill","Merritt","Aug","2011","2","1",175,"release",18,"175",18,2.43243243243243,0,"Q","generic"
"3522","2740.2011-08-28.716","Bluegill","Merritt","Aug","2011","2","1",175,"release",18,"175",18,2.43243243243243,0,"Q","generic"
"3523","2740.2011-08-28.716","Bluegill","Merritt","Aug","2011","2","1",175,"release",18,"175",18,2.43243243243243,0,"Q","generic"
"3524","2740.2011-08-28.716","Bluegill","Merritt","Aug","2011","2","1",175,"release",18,"175",18,2.43243243243243,0,"Q","generic"
"3576","2740.2011-09-01.720","Bluegill","Merritt","Sep","2011","2","1",172,"harvest",17,"175",17,0.333333333333333,1,"Q","generic"
"3659","2740.2011-09-02.726","Bluegill","Merritt","Sep","2011","2","1",150,"release",15,"150",15,2.04545454545455,0,"Q","generic"
"3660","2740.2011-09-02.726","Bluegill","Merritt","Sep","2011","2","1",150,"release",15,"150",15,2.04545454545455,0,"Q","generic"
"3661","2740.2011-09-02.726","Bluegill","Merritt","Sep","2011","2","1",150,"release",15,"150",15,2.04545454545455,0,"Q","generic"
"3662","2740.2011-09-02.726","Bluegill","Merritt","Sep","2011","2","1",150,"release",15,"150",15,2.04545454545455,0,"Q","generic"
"3663","2740.2011-09-02.726","Bluegill","Merritt","Sep","2011","2","1",150,"release",15,"150",15,2.04545454545455,0,"Q","generic"
"3664","2740.2011-09-02.726","Bluegill","Merritt","Sep","2011","2","1",150,"release",15,"150",15,2.04545454545455,0,"Q","generic"
"3665","2740.2011-09-02.726","Bluegill","Merritt","Sep","2011","2","1",150,"release",15,"150",15,2.04545454545455,0,"Q","generic"
"3666","2740.2011-09-02.726","Bluegill","Merritt","Sep","2011","2","1",150,"release",15,"150",15,2.04545454545455,0,"Q","generic"
"3667","2740.2011-09-02.726","Bluegill","Merritt","Sep","2011","2","1",150,"release",15,"150",15,2.04545454545455,0,"Q","generic"
"3668","2740.2011-09-02.726","Bluegill","Merritt","Sep","2011","2","1",150,"release",15,"150",15,2.04545454545455,0,"Q","generic"
"3669","2740.2011-09-02.726","Bluegill","Merritt","Sep","2011","2","1",150,"release",15,"150",15,2.04545454545455,0,"Q","generic"
"3670","2740.2011-09-02.726","Bluegill","Merritt","Sep","2011","2","1",150,"release",15,"150",15,2.04545454545455,0,"Q","generic"
"3671","2740.2011-09-02.726","Bluegill","Merritt","Sep","2011","2","1",150,"release",15,"150",15,2.04545454545455,0,"Q","generic"
"3672","2740.2011-09-02.726","Bluegill","Merritt","Sep","2011","2","1",150,"release",15,"150",15,2.04545454545455,0,"Q","generic"
"3673","2740.2011-09-02.726","Bluegill","Merritt","Sep","2011","2","1",150,"release",15,"150",15,2.04545454545455,0,"Q","generic"
"3736","2740.2011-09-03.734","Bluegill","Merritt","Sep","2011","2","1",175,"release",18,"175",18,0.727272727272727,0,"Q","generic"
"3737","2740.2011-09-03.734","Bluegill","Merritt","Sep","2011","2","1",200,"release",20,"200",20,0.727272727272727,0,"Q","generic"
"3738","2740.2011-09-03.734","Bluegill","Merritt","Sep","2011","2","1",150,"release",15,"150",15,0.727272727272727,0,"Q","generic"
"3739","2740.2011-09-03.734","Bluegill","Merritt","Sep","2011","2","1",200,"release",20,"200",20,0.727272727272727,0,"Q","generic"
"3740","2740.2011-09-03.734","Bluegill","Merritt","Sep","2011","2","1",200,"release",20,"200",20,0.727272727272727,0,"Q","generic"
"3741","2740.2011-09-03.734","Bluegill","Merritt","Sep","2011","2","1",175,"release",18,"175",18,0.727272727272727,0,"Q","generic"
"3742","2740.2011-09-03.734","Bluegill","Merritt","Sep","2011","2","1",175,"release",18,"175",18,0.727272727272727,0,"Q","generic"
"3743","2740.2011-09-03.734","Bluegill","Merritt","Sep","2011","2","1",200,"release",20,"200",20,0.727272727272727,0,"Q","generic"
"3744","2740.2011-09-03.734","Bluegill","Merritt","Sep","2011","2","1",150,"release",15,"150",15,0.727272727272727,0,"Q","generic"
"3745","2740.2011-09-03.734","Bluegill","Merritt","Sep","2011","2","1",150,"release",15,"150",15,0.727272727272727,0,"Q","generic"
"3746","2740.2011-09-03.734","Bluegill","Merritt","Sep","2011","2","1",150,"release",15,"150",15,0.727272727272727,0,"Q","generic"
"3747","2740.2011-09-03.734","Bluegill","Merritt","Sep","2011","2","1",175,"release",18,"175",18,0.727272727272727,0,"Q","generic"
"3749","2740.2011-09-03.735","Bluegill","Merritt","Sep","2011","1","1",150,"release",15,"150",15,0.295081967213115,0,"Q","generic"
"3750","2740.2011-09-03.735","Bluegill","Merritt","Sep","2011","1","1",150,"release",15,"150",15,0.295081967213115,0,"Q","generic"
"3751","2740.2011-09-03.735","Bluegill","Merritt","Sep","2011","1","1",150,"release",15,"150",15,0.295081967213115,0,"Q","generic"
"3770","2740.2011-09-03.739","Bluegill","Merritt","Sep","2011","2","1",180,"harvest",18,"200",18,5.45454545454545,1,"Q","generic"
"3771","2740.2011-09-03.739","Bluegill","Merritt","Sep","2011","2","1",181,"harvest",18,"200",18,5.45454545454545,1,"Q","generic"
"3772","2740.2011-09-03.739","Bluegill","Merritt","Sep","2011","2","1",187,"harvest",19,"200",19,5.45454545454545,1,"Q","generic"
"3773","2740.2011-09-03.739","Bluegill","Merritt","Sep","2011","2","1",187,"harvest",19,"200",19,5.45454545454545,1,"Q","generic"
"3774","2740.2011-09-03.739","Bluegill","Merritt","Sep","2011","2","1",206,"harvest",21,"230",21,5.45454545454545,1,"Q","generic"
"3775","2740.2011-09-03.739","Bluegill","Merritt","Sep","2011","2","1",190,"harvest",19,"200",19,5.45454545454545,1,"Q","generic"
"3776","2740.2011-09-03.739","Bluegill","Merritt","Sep","2011","2","1",185,"harvest",18,"200",18,5.45454545454545,1,"Q","generic"
"3777","2740.2011-09-03.739","Bluegill","Merritt","Sep","2011","2","1",186,"harvest",19,"200",19,5.45454545454545,1,"Q","generic"
"3778","2740.2011-09-03.739","Bluegill","Merritt","Sep","2011","2","1",190,"harvest",19,"200",19,5.45454545454545,1,"Q","generic"
"3779","2740.2011-09-03.739","Bluegill","Merritt","Sep","2011","2","1",196,"harvest",20,"200",20,5.45454545454545,1,"Q","generic"
"3780","2740.2011-09-03.739","Bluegill","Merritt","Sep","2011","2","1",185,"harvest",18,"200",18,5.45454545454545,1,"Q","generic"
"3781","2740.2011-09-03.739","Bluegill","Merritt","Sep","2011","2","1",195,"harvest",20,"200",20,5.45454545454545,1,"Q","generic"
"3782","2740.2011-09-03.739","Bluegill","Merritt","Sep","2011","2","1",180,"harvest",18,"200",18,5.45454545454545,1,"Q","generic"
"3783","2740.2011-09-03.739","Bluegill","Merritt","Sep","2011","2","1",193,"harvest",19,"200",19,5.45454545454545,1,"Q","generic"
"3784","2740.2011-09-03.739","Bluegill","Merritt","Sep","2011","2","1",189,"harvest",19,"200",19,5.45454545454545,1,"Q","generic"
"3785","2740.2011-09-03.741","Bluegill","Merritt","Sep","2011","2","1",161,"harvest",16,"175",16,0.555555555555556,1,"Q","generic"
"3786","2740.2011-09-03.741","Bluegill","Merritt","Sep","2011","2","1",178,"harvest",18,"200",18,0.555555555555556,1,"Q","generic"
"3787","2740.2011-09-03.741","Bluegill","Merritt","Sep","2011","2","1",170,"harvest",17,"175",17,0.555555555555556,1,"Q","generic"
"3788","2740.2011-09-03.741","Bluegill","Merritt","Sep","2011","2","1",176,"harvest",18,"200",18,0.555555555555556,1,"Q","generic"
"3789","2740.2011-09-03.741","Bluegill","Merritt","Sep","2011","2","1",169,"harvest",17,"175",17,0.555555555555556,1,"Q","generic"
"3824","2740.2011-09-07.753","Bluegill","Merritt","Sep","2011","2","1",150,"release",15,"150",15,0.19047619047619,0,"Q","generic"
"3825","2740.2011-09-07.753","Bluegill","Merritt","Sep","2011","2","1",150,"release",15,"150",15,0.19047619047619,0,"Q","generic"
"3858","2740.2011-09-10.761","Bluegill","Merritt","Sep","2011","1","1",150,"release",15,"150",15,1.14285714285714,0,"Q","generic"
"3859","2740.2011-09-10.761","Bluegill","Merritt","Sep","2011","1","1",150,"release",15,"150",15,1.14285714285714,0,"Q","generic"
"3860","2740.2011-09-10.761","Bluegill","Merritt","Sep","2011","1","1",150,"release",15,"150",15,1.14285714285714,0,"Q","generic"
"3861","2740.2011-09-10.761","Bluegill","Merritt","Sep","2011","1","1",150,"release",15,"150",15,1.14285714285714,0,"Q","generic"
"3862","2740.2011-09-10.761","Bluegill","Merritt","Sep","2011","1","1",150,"release",15,"150",15,1.14285714285714,0,"Q","generic"
"3863","2740.2011-09-10.761","Bluegill","Merritt","Sep","2011","1","1",150,"release",15,"150",15,1.14285714285714,0,"Q","generic"
"3882","2740.2011-09-11.767","Bluegill","Merritt","Sep","2011","1","1",175,"harvest",18,"175",18,0.415584415584416,1,"Q","generic"
"3883","2740.2011-09-11.767","Bluegill","Merritt","Sep","2011","1","1",180,"harvest",18,"200",18,0.415584415584416,1,"Q","generic"
"3884","2740.2011-09-11.767","Bluegill","Merritt","Sep","2011","1","1",182,"harvest",18,"200",18,0.415584415584416,1,"Q","generic"
"3885","2740.2011-09-11.767","Bluegill","Merritt","Sep","2011","1","1",187,"harvest",19,"200",19,0.415584415584416,1,"Q","generic"
"3886","2740.2011-09-11.767","Bluegill","Merritt","Sep","2011","1","1",189,"harvest",19,"200",19,0.415584415584416,1,"Q","generic"
"3887","2740.2011-09-11.767","Bluegill","Merritt","Sep","2011","1","1",125,"release",12,"125",12,0.415584415584416,0,"S","generic"
"3888","2740.2011-09-11.767","Bluegill","Merritt","Sep","2011","1","1",190,"harvest",19,"200",19,0.415584415584416,1,"Q","generic"
"3889","2740.2011-09-11.767","Bluegill","Merritt","Sep","2011","1","1",125,"release",12,"125",12,0.415584415584416,0,"S","generic"
"3938","2740.2011-09-11.772","Bluegill","Merritt","Sep","2011","1","1",194,"harvest",19,"200",19,1.81818181818182,1,"Q","generic"
"3939","2740.2011-09-11.772","Bluegill","Merritt","Sep","2011","1","1",179,"harvest",18,"200",18,1.81818181818182,1,"Q","generic"
"3940","2740.2011-09-11.772","Bluegill","Merritt","Sep","2011","1","1",188,"harvest",19,"200",19,1.81818181818182,1,"Q","generic"
"3941","2740.2011-09-11.772","Bluegill","Merritt","Sep","2011","1","1",177,"harvest",18,"200",18,1.81818181818182,1,"Q","generic"
"3942","2740.2011-09-11.772","Bluegill","Merritt","Sep","2011","1","1",182,"harvest",18,"200",18,1.81818181818182,1,"Q","generic"
"3943","2740.2011-09-11.772","Bluegill","Merritt","Sep","2011","1","1",179,"harvest",18,"200",18,1.81818181818182,1,"Q","generic"
"3944","2740.2011-09-11.772","Bluegill","Merritt","Sep","2011","1","1",184,"harvest",18,"200",18,1.81818181818182,1,"Q","generic"
"3945","2740.2011-09-11.772","Bluegill","Merritt","Sep","2011","1","1",150,"release",15,"150",15,1.81818181818182,0,"Q","generic"
"3946","2740.2011-09-11.772","Bluegill","Merritt","Sep","2011","1","1",180,"harvest",18,"200",18,1.81818181818182,1,"Q","generic"
"3947","2740.2011-09-11.772","Bluegill","Merritt","Sep","2011","1","1",150,"release",15,"150",15,1.81818181818182,0,"Q","generic"
"4065","2740.2011-09-22.798","Bluegill","Merritt","Sep","2011","1","1",150,"release",15,"150",15,0.45,0,"Q","generic"
"4066","2740.2011-09-22.798","Bluegill","Merritt","Sep","2011","1","1",150,"release",15,"150",15,0.45,0,"Q","generic"
"4067","2740.2011-09-22.798","Bluegill","Merritt","Sep","2011","1","1",150,"release",15,"150",15,0.45,0,"Q","generic"
"4071","2740.2011-09-22.801","Bluegill","Merritt","Sep","2011","2","1",150,"release",15,"150",15,0.0495867768595041,0,"Q","generic"
"4076","2740.2011-09-23.809","Bluegill","Merritt","Sep","2011","2","1",125,"release",12,"125",12,0.882352941176471,0,"S","generic"
"4077","2740.2011-09-23.809","Bluegill","Merritt","Sep","2011","2","1",125,"release",12,"125",12,0.882352941176471,0,"S","generic"
"4078","2740.2011-09-23.809","Bluegill","Merritt","Sep","2011","2","1",125,"release",12,"125",12,0.882352941176471,0,"S","generic"
"4079","2740.2011-09-23.809","Bluegill","Merritt","Sep","2011","2","1",125,"release",12,"125",12,0.882352941176471,0,"S","generic"
"4080","2740.2011-09-23.809","Bluegill","Merritt","Sep","2011","2","1",125,"release",12,"125",12,0.882352941176471,0,"S","generic"
"4081","2740.2011-09-23.809","Bluegill","Merritt","Sep","2011","2","1",125,"release",12,"125",12,0.882352941176471,0,"S","generic"
"4082","2740.2011-09-23.809","Bluegill","Merritt","Sep","2011","2","1",125,"release",12,"125",12,0.882352941176471,0,"S","generic"
"4083","2740.2011-09-23.809","Bluegill","Merritt","Sep","2011","2","1",125,"release",12,"125",12,0.882352941176471,0,"S","generic"
"4084","2740.2011-09-23.809","Bluegill","Merritt","Sep","2011","2","1",125,"release",12,"125",12,0.882352941176471,0,"S","generic"
"4085","2740.2011-09-23.809","Bluegill","Merritt","Sep","2011","2","1",125,"release",12,"125",12,0.882352941176471,0,"S","generic"
"4086","2740.2011-09-23.809","Bluegill","Merritt","Sep","2011","2","1",125,"release",12,"125",12,0.882352941176471,0,"S","generic"
"4087","2740.2011-09-23.809","Bluegill","Merritt","Sep","2011","2","1",125,"release",12,"125",12,0.882352941176471,0,"S","generic"
"4088","2740.2011-09-23.809","Bluegill","Merritt","Sep","2011","2","1",125,"release",12,"125",12,0.882352941176471,0,"S","generic"
"4089","2740.2011-09-23.809","Bluegill","Merritt","Sep","2011","2","1",125,"release",12,"125",12,0.882352941176471,0,"S","generic"
"4090","2740.2011-09-23.809","Bluegill","Merritt","Sep","2011","2","1",125,"release",12,"125",12,0.882352941176471,0,"S","generic"
"4101","2740.2011-09-23.810","Bluegill","Merritt","Sep","2011","2","1",150,"release",15,"150",15,0.0512820512820513,0,"Q","generic"
"4103","2740.2011-09-23.811","Bluegill","Merritt","Sep","2011","2","1",150,"release",15,"150",15,2.30769230769231,0,"Q","generic"
"4104","2740.2011-09-23.811","Bluegill","Merritt","Sep","2011","2","1",177,"harvest",18,"200",18,2.30769230769231,1,"Q","generic"
"4105","2740.2011-09-23.811","Bluegill","Merritt","Sep","2011","2","1",150,"release",15,"150",15,2.30769230769231,0,"Q","generic"
"4106","2740.2011-09-23.811","Bluegill","Merritt","Sep","2011","2","1",150,"release",15,"150",15,2.30769230769231,0,"Q","generic"
"4107","2740.2011-09-23.811","Bluegill","Merritt","Sep","2011","2","1",150,"release",15,"150",15,2.30769230769231,0,"Q","generic"
"4108","2740.2011-09-23.811","Bluegill","Merritt","Sep","2011","2","1",196,"harvest",20,"200",20,2.30769230769231,1,"Q","generic"
"4109","2740.2011-09-23.811","Bluegill","Merritt","Sep","2011","2","1",181,"harvest",18,"200",18,2.30769230769231,1,"Q","generic"
"4110","2740.2011-09-23.811","Bluegill","Merritt","Sep","2011","2","1",186,"harvest",19,"200",19,2.30769230769231,1,"Q","generic"
"4111","2740.2011-09-23.811","Bluegill","Merritt","Sep","2011","2","1",150,"release",15,"150",15,2.30769230769231,0,"Q","generic"
"4112","2740.2011-09-23.811","Bluegill","Merritt","Sep","2011","2","1",150,"release",15,"150",15,2.30769230769231,0,"Q","generic"
"4113","2740.2011-09-23.811","Bluegill","Merritt","Sep","2011","2","1",171,"harvest",17,"175",17,2.30769230769231,1,"Q","generic"
"4114","2740.2011-09-23.811","Bluegill","Merritt","Sep","2011","2","1",176,"harvest",18,"200",18,2.30769230769231,1,"Q","generic"
"4115","2740.2011-09-23.811","Bluegill","Merritt","Sep","2011","2","1",150,"release",15,"150",15,2.30769230769231,0,"Q","generic"
"4116","2740.2011-09-23.811","Bluegill","Merritt","Sep","2011","2","1",150,"release",15,"150",15,2.30769230769231,0,"Q","generic"
"4117","2740.2011-09-23.811","Bluegill","Merritt","Sep","2011","2","1",188,"harvest",19,"200",19,2.30769230769231,1,"Q","generic"
"4118","2740.2011-09-23.811","Bluegill","Merritt","Sep","2011","2","1",215,"harvest",22,"230",22,2.30769230769231,1,"Q","generic"
"4119","2740.2011-09-23.811","Bluegill","Merritt","Sep","2011","2","1",150,"release",15,"150",15,2.30769230769231,0,"Q","generic"
